,Name,UniqeIdentifier,No.,name_url,HP,Att,Def,S.Att,S.Def,Spd,Ph.Sweep,Sp.Sweep,Wall,Ph.Tank,Sp.Tank,PrimaryType,SecondaryType,Ability,Ability Gen,Ability Category,Activation Requirement,Gen,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary,final_stage,regional_form
337,Glimmora,970glimmoraToxic Debris9,970,glimmora,83,55,90,130,81,86,141,216,254,145,211,rock,poison,Toxic Debris,9,Status Affected,Yes,9,50.0,50.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.5,45.0,25,50,3840,Medium Slow,0,0,1,0
338,Gliscor,472gliscorHyper Cutter4,472,gliscor,75,95,125,45,75,95,190,140,275,220,120,ground,flying,Hyper Cutter,3,Stats Affected,Yes,4,50.0,50.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,42.5,30,50,2560,Medium Slow,0,0,1,0
339,Gloom,44gloomChlorophyll1,44,gloom,60,65,70,85,75,40,105,125,205,135,160,grass,poison,Chlorophyll,3,Stats Affected,Yes,1,50.0,50.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8,8.6,120,50,2560,Medium Slow,0,0,0,0
340,Gogoat,673gogoatSap Sipper6,673,gogoat,123,100,62,97,81,68,168,165,266,162,178,grass,,Sap Sipper,5,Conditional Power Boosts,Yes,6,50.0,50.0,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,91.0,45,50,2560,Medium Fast,0,0,1,0
341,Golbat,42golbatInner Focus1,42,golbat,75,80,70,65,75,90,170,155,220,150,140,poison,flying,Inner Focus,3,Miscellaneous,Yes,1,50.2,49.8,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,1.6,55.0,90,50,1920,Medium Fast,0,0,0,0
342,Goldeen,118goldeenSwift Swim1,118,goldeen,45,67,60,35,50,63,130,98,155,127,85,water,,Swift Swim,3,Stats Affected,Yes,1,50.2,49.8,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,15.0,225,50,2560,Medium Fast,0,0,0,0
343,Golduck,55golduckDamp1,55,golduck,80,82,78,95,80,85,167,180,238,160,175,water,,Damp,3,Miscellaneous,Yes,1,50.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.7,76.6,75,50,2560,Medium Fast,0,0,1,0
344,Golem,76golemRock Head1,76,golem,80,120,130,55,65,45,165,100,275,250,120,rock,ground,Rock Head,3,Damage Modification,No,1,50.0,50.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.7,316.0,45,50,1920,Medium Slow,0,0,1,0
345,Golett,622golettIron Fist5,622,golett,59,74,50,35,50,35,109,70,159,124,85,ground,ghost,Iron Fist,4,Conditional Power Boosts,Yes,5,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,92.0,190,50,3200,Medium Fast,0,0,0,0
346,Golisopod,768golisopodEmergency Exit7,768,golisopod,75,125,140,60,90,40,165,100,305,265,150,bug,water,Emergency Exit,7,Miscellaneous,Yes,7,50.2,49.8,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,108.0,45,50,2560,Medium Fast,0,0,1,0
347,Golurk,623golurkIron Fist5,623,golurk,89,124,80,55,80,55,179,110,249,204,135,ground,ghost,Iron Fist,4,Conditional Power Boosts,Yes,5,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,2.8,330.0,90,50,3200,Medium Fast,0,0,1,0
348,Goodra,706goodraSap Sipper6,706,goodra,90,100,70,110,150,80,180,190,310,170,260,dragon,dragon,Sap Sipper,5,Conditional Power Boosts,Yes,6,50.0,50.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,150.5,45,35,5120,Slow,0,0,1,0
349,Goomy,704goomySap Sipper6,704,goomy,45,50,35,55,75,40,90,95,155,85,130,dragon,,Sap Sipper,5,Conditional Power Boosts,Yes,6,50.0,50.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.3,2.8,45,35,5120,Slow,0,0,0,0
350,Gorebyss,368gorebyssSwift Swim3,368,gorebyss,55,84,105,114,75,52,136,166,235,189,189,water,,Swift Swim,3,Stats Affected,Yes,3,50.2,49.8,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.8,22.6,60,50,2560,Erratic,0,0,1,0
351,Gossifleur,829gossifleurCotton Down8,829,gossifleur,40,40,60,40,60,10,50,50,160,100,100,grass,,Cotton Down,8,Stats Affected,Yes,8,50.2,49.8,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,2.2,190,50,2560,Medium Fast,0,0,0,0
352,Gothita,574gothitaFrisk5,574,gothita,45,30,50,55,65,45,75,100,160,80,120,psychic,,Frisk,4,Item Interaction,No,5,25.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4,5.8,200,50,2560,Medium Slow,0,0,0,0
353,Gothitelle,576gothitelleFrisk5,576,gothitelle,70,55,95,95,110,65,120,160,275,150,205,psychic,,Frisk,4,Item Interaction,No,5,25.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.5,44.0,50,50,2560,Medium Slow,0,0,1,0
354,Gothorita,575gothoritaFrisk5,575,gothorita,60,45,70,75,85,55,100,130,215,115,160,psychic,,Frisk,4,Item Interaction,No,5,25.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.7,18.0,100,50,2560,Medium Slow,0,0,0,0
355,Gouging Fire,1020gougingfireProtosynthesis9,1020,gougingfire,105,115,121,65,93,91,206,156,319,236,158,fire,dragon,Protosynthesis,9,Stats Affected,Yes,9,0.0,0.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,3.5,590.0,10,0,6400,Slow,0,0,1,0
356,Gourgeist,711gourgeistPickup6,711,gourgeist,65,90,122,58,75,84,174,142,262,212,133,ghost,grass,Pickup,3,Miscellaneous,No,6,50.2,49.8,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.9,12.5,60,50,2560,Medium Fast,0,0,1,0
357,Grafaiai,945grafaiaiUnburden9,945,grafaiai,63,95,65,80,72,110,205,190,200,160,152,poison,normal,Unburden,4,Stats Affected,Yes,9,50.0,50.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.7,27.2,90,50,2560,Medium Slow,0,0,1,0
358,Granbull,210granbullIntimidate2,210,granbull,90,120,75,60,60,45,165,105,225,195,120,fairy,,Intimidate,3,Stats Affected,No,2,25.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,1.4,48.7,75,50,2560,Fast,0,0,1,0
359,Grapploct,853grapploctLimber8,853,grapploct,80,118,90,70,80,42,160,112,250,208,150,fighting,,Limber,3,Miscellaneous,No,8,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.6,39.0,45,50,3200,Medium Slow,0,0,1,0
360,Graveler,75gravelerRock Head1,75,graveler,55,95,115,45,45,35,130,80,215,210,90,rock,ground,Rock Head,3,Damage Modification,No,1,50.0,50.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,110.0,120,50,1920,Medium Slow,0,0,0,0
361,Great Tusk,984greattuskProtosynthesis9,984,greattusk,115,131,131,53,53,87,218,140,299,262,106,ground,fighting,Protosynthesis,9,Stats Affected,Yes,9,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,2.0,2.0,0.5,0.25,1.0,1.0,0.5,1.0,2.0,2.2,320.0,30,0,6400,Slow,0,0,1,0
362,Greavard,971greavardPickup9,971,greavard,50,61,60,30,55,34,95,64,165,121,85,ghost,,Pickup,3,Miscellaneous,No,9,50.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.6,35.0,120,50,2560,Medium Slow,0,0,0,0
363,Greedent,820greedentCheek Pouch8,820,greedent,120,95,95,55,75,20,115,75,290,190,130,normal,,Cheek Pouch,6,Healing,Yes,8,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,6.0,90,50,2560,Medium Fast,0,0,1,0
364,Greninja,658greninjaTorrent6,658,greninja,72,95,67,103,71,122,217,225,210,162,174,water,dark,Torrent,3,Conditional Power Boosts,Yes,6,88.0,12.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,1.5,40.0,45,50,2560,Medium Slow,0,0,1,0
365,Grimer,88grimerStench1,88,grimer,80,80,50,40,50,25,105,65,180,130,90,poison,dark,Stench,3,Stats Affected,Yes,1,50.0,50.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.7,42.0,190,50,2560,Medium Fast,0,0,0,0
366,Grimmsnarl,861grimmsnarlPrankster8,861,grimmsnarl,95,120,65,95,75,60,180,155,235,185,170,dark,fairy,Prankster,5,Status Affected,No,8,100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0,1.5,61.0,45,50,2560,Medium Fast,0,0,1,0
367,Grookey,810grookeyOvergrow8,810,grookey,50,65,50,40,40,65,130,105,140,115,80,grass,,Overgrow,3,Conditional Power Boosts,Yes,8,88.0,12.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,5.0,45,50,2560,Medium Slow,0,0,0,0
368,Grotle,388grotleOvergrow4,388,grotle,75,89,85,55,65,36,125,91,225,174,120,grass,,Overgrow,3,Conditional Power Boosts,Yes,4,88.0,12.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,97.0,45,50,2560,Medium Slow,0,0,0,0
369,Groudon,383groudonDrought3,383,groudon,100,150,140,100,90,90,240,190,330,290,190,ground,,Drought,3,Type Change,Yes,3,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,3.5,950.0,3,0,15360,Slow,1,1,1,0
370,Grovyle,253grovyleOvergrow3,253,grovyle,50,65,45,85,65,95,160,180,160,110,150,grass,,Overgrow,3,Conditional Power Boosts,Yes,3,88.0,12.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,21.6,45,50,2560,Medium Slow,0,0,0,0
371,Growlithe,58growlitheIntimidate1,58,growlithe,55,70,45,70,50,60,130,130,150,115,120,fire,rock,Intimidate,3,Stats Affected,No,1,75.0,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.7,19.0,190,50,2560,Slow,0,0,0,0
372,Grubbin,736grubbinSwarm7,736,grubbin,47,62,45,55,45,46,108,101,137,107,100,bug,,Swarm,3,Conditional Power Boosts,Yes,7,50.0,50.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,4.4,255,50,1920,Medium Fast,0,0,0,0
373,Grumpig,326grumpigThick Fat3,326,grumpig,80,45,65,90,110,80,125,170,255,110,200,psychic,,Thick Fat,3,Type Advantage and Manipulation,No,3,50.0,50.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.9,71.5,60,50,2560,Fast,0,0,1,0
374,Gulpin,316gulpinLiquid Ooze3,316,gulpin,70,43,53,43,53,40,83,83,176,96,96,poison,,Liquid Ooze,3,Damage Modification,Yes,3,50.0,50.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.4,10.3,225,50,2560,Fluctuating,0,0,0,0
375,Gumshoos,735gumshoosStakeout7,735,gumshoos,88,110,60,55,60,45,155,100,208,170,115,normal,,Stakeout,7,Damage Modification,Yes,7,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7,14.2,127,50,1920,Medium Fast,0,0,1,0
376,Gurdurr,533gurdurrGuts5,533,gurdurr,85,105,85,40,50,40,145,80,220,190,90,fighting,,Guts,3,Conditional Power Boosts,Yes,5,75.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.2,40.0,90,50,2560,Medium Slow,0,0,0,0
377,Guzzlord,799guzzlordBeast Boost7,799,guzzlord,223,101,53,97,53,43,144,140,329,154,150,dark,dragon,Beast Boost,7,Conditional Power Boosts,No,7,0.0,0.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,5.5,888.0,45,0,15360,Slow,0,1,1,0
378,Gyarados,130gyaradosIntimidate1,130,gyarados,95,125,79,60,100,81,206,141,274,204,160,water,flying,Intimidate,3,Stats Affected,No,1,50.0,50.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,6.5,235.0,45,50,640,Slow,1,0,1,0
379,Hakamo-o,783hakamo-oBulletproof7,783,hakamo-o,55,75,90,65,70,65,140,130,215,165,135,dragon,fighting,Bulletproof,6,Damage Modification,No,7,50.0,50.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,1.2,47.0,45,50,5120,Slow,0,0,0,0
380,Happiny,440happinyNatural Cure4,440,happiny,100,5,5,15,65,30,35,45,170,10,80,normal,,Natural Cure,3,Stats Affected,Yes,4,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,24.4,130,140,5120,Fast,0,0,0,0
381,Hariyama,297hariyamaThick Fat3,297,hariyama,144,120,60,40,60,50,170,90,264,180,100,fighting,,Thick Fat,3,Type Advantage and Manipulation,No,3,75.0,25.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,2.3,253.8,200,50,2560,Fluctuating,0,0,1,0
382,Hatenna,856hatennaHealer8,856,hatenna,42,30,45,56,53,39,69,95,140,75,109,psychic,,Healer,5,Stats Affected,No,8,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4,3.4,235,50,2560,Slow,0,0,0,0
383,Hatterene,858hattereneHealer8,858,hatterene,57,90,95,136,103,29,119,165,255,185,239,psychic,fairy,Healer,5,Stats Affected,No,8,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.1,5.1,45,50,2560,Slow,0,0,1,0
384,Hattrem,857hattremHealer8,857,hattrem,57,40,65,86,73,49,89,135,195,105,159,psychic,,Healer,5,Stats Affected,No,8,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6,4.8,120,50,2560,Slow,0,0,0,0
385,Haunter,93haunterLevitate1,93,haunter,45,50,45,115,55,95,145,210,145,95,170,ghost,poison,Levitate,3,Type Advantage and Manipulation,No,1,50.0,50.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1.6,0.1,90,50,2560,Medium Slow,0,0,0,0
386,Hawlucha,701hawluchaLimber6,701,hawlucha,78,92,75,74,63,118,210,192,216,167,137,fighting,flying,Limber,3,Miscellaneous,No,6,50.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0,0.8,21.5,100,50,2560,Medium Fast,0,0,1,0
387,Haxorus,612haxorusRivalry5,612,haxorus,76,147,90,60,70,97,244,157,236,237,130,dragon,,Rivalry,4,Stats Affected,No,5,50.0,50.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.8,105.5,45,35,5120,Slow,0,0,1,0
388,Heatmor,631heatmorGluttony5,631,heatmor,85,97,66,105,66,65,162,170,217,163,171,fire,,Gluttony,4,Miscellaneous,No,5,50.2,49.8,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.4,58.0,90,50,2560,Medium Fast,0,0,1,0
389,Heatran,485heatranFlash Fire4,485,heatran,91,90,106,130,106,77,167,207,303,196,236,fire,steel,Flash Fire,3,Conditional Power Boosts,Yes,4,50.0,50.0,0.5,0.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25,1.7,430.0,3,100,1280,Slow,0,1,1,0
390,Heliolisk,695helioliskDry Skin6,695,heliolisk,62,55,52,109,94,109,164,218,208,107,203,electric,normal,Dry Skin,4,Damage Modification,Yes,6,50.2,49.8,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,21.0,75,50,2560,Medium Fast,0,0,1,0
391,Helioptile,694helioptileDry Skin6,694,helioptile,44,38,33,61,43,70,108,131,120,71,104,electric,normal,Dry Skin,4,Damage Modification,Yes,6,50.2,49.8,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,6.0,190,50,2560,Medium Fast,0,0,0,0
392,Heracross,214heracrossSwarm2,214,heracross,80,125,75,40,95,85,210,125,250,200,135,bug,fighting,Swarm,3,Conditional Power Boosts,Yes,2,50.0,50.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.5,54.0,45,50,3200,Slow,1,0,1,0
393,Herdier,507herdierIntimidate5,507,herdier,65,80,65,35,65,60,140,95,195,145,100,normal,,Intimidate,3,Stats Affected,No,5,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9,14.7,120,50,1920,Medium Slow,0,0,0,0
394,Hippopotas,449hippopotasSand Stream4,449,hippopotas,68,72,78,38,42,32,104,70,188,150,80,ground,,Sand Stream,3,Weather,Yes,4,50.0,50.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,49.5,140,50,3840,Slow,0,0,0,0
395,Hippowdon,450hippowdonSand Stream4,450,hippowdon,108,112,118,68,72,47,159,115,298,230,140,ground,,Sand Stream,3,Weather,Yes,4,50.0,50.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,300.0,60,50,3840,Slow,0,0,1,0
396,Hitmonchan,107hitmonchanKeen Eye1,107,hitmonchan,50,105,79,35,110,76,181,111,239,184,145,fighting,,Keen Eye,3,Damage Modification,Yes,1,100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.4,50.2,45,50,3200,Medium Fast,0,0,1,0
397,Hitmonlee,106hitmonleeLimber1,106,hitmonlee,50,120,53,35,110,87,207,122,213,173,145,fighting,,Limber,3,Miscellaneous,No,1,100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.5,49.8,45,50,3200,Medium Fast,0,0,1,0
398,Hitmontop,237hitmontopIntimidate2,237,hitmontop,50,95,95,35,110,70,165,105,255,190,145,fighting,,Intimidate,3,Stats Affected,No,2,100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.4,48.0,45,50,3200,Medium Fast,0,0,1,0
399,Ho-Oh,250ho-ohPressure2,250,ho-oh,106,130,90,110,154,90,220,200,350,220,264,fire,flying,Pressure,3,Stats Affected,No,2,0.0,0.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,3.8,199.0,3,0,15360,Slow,0,1,1,0
400,Honchkrow,430honchkrowInsomnia4,430,honchkrow,100,125,52,105,52,71,196,176,204,177,157,dark,flying,Insomnia,3,Damage Modification,Yes,4,50.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.9,27.3,30,35,2560,Medium Slow,0,0,1,0
401,Honedge,679honedgeNo Guard6,679,honedge,45,80,100,35,37,28,108,63,182,180,72,steel,ghost,No Guard,4,Miscellaneous,Yes,6,50.2,49.8,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0.8,2.0,180,50,2560,Medium Fast,0,0,0,0
402,Hoopa,720hoopaMagician6,720,hoopa,80,110,60,150,130,70,180,220,270,170,280,psychic,ghost,Magician,6,Item Interaction,No,6,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,6.5,490.0,3,100,15360,Slow,0,1,1,0
403,Hoothoot,163hoothootInsomnia2,163,hoothoot,60,30,30,36,56,50,80,86,146,60,92,normal,flying,Insomnia,3,Damage Modification,Yes,2,50.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.7,21.2,255,50,1920,Medium Fast,0,0,0,0
404,Hoppip,187hoppipChlorophyll2,187,hoppip,35,35,40,35,55,50,85,85,130,75,90,grass,flying,Chlorophyll,3,Stats Affected,Yes,2,50.0,50.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,255,50,2560,Medium Slow,0,0,0,0
405,Horsea,116horseaSwift Swim1,116,horsea,30,40,70,70,25,60,100,130,125,110,95,water,,Swift Swim,3,Stats Affected,Yes,1,50.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,8.0,225,50,2560,Medium Fast,0,0,0,0
406,Houndoom,229houndoomEarly Bird2,229,houndoom,75,90,50,110,80,95,185,205,205,140,190,dark,fire,Early Bird,3,Status Affected,No,2,50.0,50.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.4,35.0,45,35,2560,Slow,1,0,1,0
407,Houndour,228houndourEarly Bird2,228,houndour,45,60,30,80,50,65,125,145,125,90,130,dark,fire,Early Bird,3,Status Affected,No,2,50.0,50.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,0.6,10.8,120,35,2560,Slow,0,0,0,0
408,Houndstone,972houndstoneSand Rush9,972,houndstone,72,101,100,50,97,68,169,118,269,201,147,ghost,,Sand Rush,5,Stats Affected,Yes,9,50.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,15.0,60,50,2560,Medium Slow,0,0,1,0
409,Huntail,367huntailSwift Swim3,367,huntail,55,104,105,94,75,52,156,146,235,209,169,water,,Swift Swim,3,Stats Affected,Yes,3,50.2,49.8,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.7,27.0,60,50,2560,Erratic,0,0,1,0
410,Hydrapple,1019hydrappleSupersweet Syrup9,1019,hydrapple,106,80,110,120,80,44,124,164,296,190,200,grass,dragon,Supersweet Syrup,9,Stats Affected,Yes,9,50.0,50.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.8,93.0,10,50,2560,Erratic,0,0,1,0
